,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
8731,2012,"3 chapelwood green, hollystown, dublin 15,Dublin,Ireland",30/05/2012,"3 chapelwood green, hollystown, dublin 15",Dublin 15,Dublin,96916,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30/05/2012,"3 Chapelwood Green, Hollystown, Dublin 15, D15 FY28, Ireland",ROOFTOP,53.4331356,-6.3757438,D15 FY28,street_address,Fingal,The Ward,4041,Dublin,267158025
8733,2012,"3 cruise park court, Tyrrelstown,Dublin,Ireland",24/01/2012,"3 cruise park court, Tyrrelstown",Dublin 15,Dublin,132158.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/01/2012,"3 Cruise Park Ct, Tyrrelstown, Dublin 15, D15 PY56, Ireland",ROOFTOP,53.4192005,-6.3975226,D15 PY56,street_address,Fingal,The Ward,4041,Dublin,267158011
8756,2012,"30 Achill Square, Waterville, Snugborough Road,Dublin,Ireland",31/10/2012,"30 Achill Square, Waterville, Snugborough Road",Dublin 15,Dublin,121585.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31/10/2012,"Snugborough Rd, Dublin, Ireland",GEOMETRIC_CENTER,53.3937675,-6.3769425,,route,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027015
9054,2012,"31 Hazelbrook, Upper Kilmacud Road, Dublin 14,Dublin,Ireland",09/03/2012,"31 Hazelbrook, Upper Kilmacud Road, Dublin 14",Dublin 14,Dublin,185975,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/03/2012,"Apartment 51, Hazelbrook, Kilmacud Rd Upper, Dundrum, Dublin 14, Ireland",ROOFTOP,53.2854363,-6.2251096,,premise,Dn Laoghaire-Rathdown,Stillorgan-Kilmacud,5064,Dublin,267125003
9121,2012,"31 The Green, Kensington Lodge, Rochestown Avenue  Dun Laoghaire,Dublin,Ireland",20/12/2012,"31 The Green, Kensington Lodge, Rochestown Avenue  Dun Laoghaire",Dublin 6,Dublin,164999,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2012,"Kensington Lodge, Rochestown Ave, Dún Laoghaire, Dublin, Ireland",ROOFTOP,53.2780899,-6.1535517,,premise,Dn Laoghaire-Rathdown,Cabinteely-Pottery,5021,Dublin,267039010
9407,2012,"33 HEATHFIELD PARK, CAPPAGH ROAD, FINGLAS,Dublin,Ireland",24/05/2012,"33 HEATHFIELD PARK, CAPPAGH ROAD, FINGLAS",Dublin 11,Dublin,167400.88,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,24/05/2012,"33 Heathfield Park, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 X2D0, Ireland",ROOFTOP,53.3948507,-6.3240511,D11 X2D0,street_address,Fingal,The Ward,4041,Dublin,267158009
9515,2012,"34 Achill Square, Waterville, Blanchardstown,Dublin,Ireland",21/08/2012,"34 Achill Square, Waterville, Blanchardstown",Dublin 15,Dublin,118017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/08/2012,"34 Achill Square, Dublin, Ireland",RANGE_INTERPOLATED,53.3930201,-6.3673385,,street_address,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027016
9632,2012,"34 The Clayton, The Gasworks, Barrow Street,Dublin,Ireland",21/08/2012,"34 The Clayton, The Gasworks, Barrow Street",Dublin 4,Dublin,189427,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/08/2012,"Barrow St, Dublin, Co. Dublin City, Ireland",GEOMETRIC_CENTER,53.3403399,-6.2364176,,route,Dublin City,South Dock,2147,Dublin,268143014
9714,2012,"35 Crosbies Yard, Ossory Road,Dublin,Ireland",12/10/2012,"35 Crosbies Yard, Ossory Road",Dublin 3,Dublin,135000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/10/2012,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",ROOFTOP,53.3554387,-6.2411408,,"establishment,point_of_interest,premise",Dublin City,North Dock B,2077,Dublin,268108016
9732,2012,"35 HEATHFIELD WAY, CAPPAGH,Dublin,Ireland",14/03/2012,"35 HEATHFIELD WAY, CAPPAGH",Dublin 11,Dublin,140925.11,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/03/2012,"35 Heathfield Way, Heathfield Green, Kildonan, Dublin 11, D11 A2A3, Ireland",ROOFTOP,53.3950051,-6.324932,D11 A2A3,street_address,Fingal,The Ward,4041,Dublin,267158009
9852,2012,"36 Apartments in Block B, Herberton  Rialto,Dublin,Ireland",21/12/2012,"36 Apartments in Block B, Herberton  Rialto",Dublin 8,Dublin,214668,No,No,New Dwelling house /Apartment,greater than 125 sq metres,21/12/2012,,,NA,NA,,,NA,NA,NA,NA,NA
10009,2012,"37 Achill Square, Waterville, Blanchardstown,Dublin,Ireland",13/07/2012,"37 Achill Square, Waterville, Blanchardstown",Dublin 15,Dublin,160792.95,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13/07/2012,"37 Achill Square, Dublin, Ireland",RANGE_INTERPOLATED,53.3930201,-6.3673385,,street_address,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027016
10142,2012,"38 Achill Square, Waterville, Blanchardstown,Dublin,Ireland",29/06/2012,"38 Achill Square, Waterville, Blanchardstown",Dublin 15,Dublin,162995.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/06/2012,"38 Achill Square, Dublin, Ireland",RANGE_INTERPOLATED,53.3930201,-6.3673385,,street_address,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027016
10283,2012,"39 ALDERWOOD, HOLLYSTOWN,Dublin,Ireland",11/10/2012,"39 ALDERWOOD, HOLLYSTOWN",Dublin 15,Dublin,173569,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/10/2012,"39 Alderwood, Hollystown, Dublin 15, D15 F389, Ireland",ROOFTOP,53.4346342,-6.3779016,D15 F389,street_address,Fingal,The Ward,4041,Dublin,267158025
10435,2012,"4 Abbey Close, Loreto Terrace, Rathfarnham,Dublin,Ireland",08/11/2012,"4 Abbey Close, Loreto Terrace, Rathfarnham",Dublin 14,Dublin,400881,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,08/11/2012,"Abbey Close, Loreto Terrace, Rathfarnham, Dublin 14, Ireland",ROOFTOP,53.2939931,-6.2794633,,premise,South Dublin,Rathfarnham-Hermitage,3024,Dublin,267115015
10947,2012,"40 Apartments in Block A, Herberton  Rialto,Dublin,Ireland",21/12/2012,"40 Apartments in Block A, Herberton  Rialto",Dublin 8,Dublin,238520,No,No,New Dwelling house /Apartment,greater than 125 sq metres,21/12/2012,,,NA,NA,,,NA,NA,NA,NA,NA
11007,2012,"40 Lansdowne Wood, Lansdowne Road, Ballsbridge,Dublin,Ireland",12/01/2012,"40 Lansdowne Wood, Lansdowne Road, Ballsbridge",Dublin 4,Dublin,427313,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/01/2012,"Ballsbridge, Co. Dublin, Ireland",APPROXIMATE,53.3288697,-6.2305235,,"locality,political",Dublin City,Pembroke East E,2129,Dublin,268114004
11083,2012,"40A  Grove Park Drive, Glasnevin, Dublin 11,Dublin,Ireland",20/11/2012,"40A  Grove Park Drive, Glasnevin, Dublin 11",Dublin 11,Dublin,350000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/11/2012,"40 Grove Park Dr, Finglas East, Dublin 11, D11 NP99, Ireland",ROOFTOP,53.3920335,-6.2826262,D11 NP99,street_address,Dublin City,Ballymun F,2020,Dublin,268020002
11452,2012,"43 THE GROVE, LUCAN, COUNTY DUBLIN,Dublin,Ireland",20/12/2012,"43 THE GROVE, LUCAN, COUNTY DUBLIN",Dublin 22,Dublin,164140,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2012,"43 The Grove, Hunter's Run, Clonee, Co. Dublin, D15 H9X9, Ireland",ROOFTOP,53.4026031,-6.4232875,D15 H9X9,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028046
11629,2012,"45 Crosbies Yard, Ossory Road, Dublin 3,Dublin,Ireland",07/12/2012,"45 Crosbies Yard, Ossory Road, Dublin 3",Dublin 3,Dublin,77973,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/12/2012,"Crosbie's Yard, 64 Ossory Rd, East Wall, Dublin, Ireland",ROOFTOP,53.3554387,-6.2411408,,"establishment,point_of_interest,premise",Dublin City,North Dock B,2077,Dublin,268108016
11715,2012,"451 Kilmainham Square, Kilmainham,Dublin,Ireland",12/10/2012,"451 Kilmainham Square, Kilmainham",Dublin 8,Dublin,229074.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/10/2012,"Kilmainham Square, Inchicore Rd, Inchicore, Dublin 8, Ireland",ROOFTOP,53.3425113,-6.3093144,,premise,Dublin City,Kilmainham B,2109,Dublin,268084008
12047,2012,"49 Achill Square, Waterville, Blanchardstown,Dublin,Ireland",30/05/2012,"49 Achill Square, Waterville, Blanchardstown",Dublin 15,Dublin,160792.95,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30/05/2012,"Apartment 49, Apartment 29, Achill Square, An Coireán, Dublin 15, Ireland",ROOFTOP,53.3925914,-6.3669688,,premise,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027016
12094,2012,"49 Myrtle House, Longfield Road, Baldoyle,Dublin,Ireland",07/09/2012,"49 Myrtle House, Longfield Road, Baldoyle",Dublin 13,Dublin,101322,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/09/2012,"18, Myrtle House, Longfield Rd, The Coast, Dublin 13, Ireland",ROOFTOP,53.3988429,-6.1471287,,premise,Fingal,Baldoyle,4004,Dublin,267004009
12175,2012,"5  The Waterfront, Drumcondra,Dublin,Ireland",16/11/2012,"5  The Waterfront, Drumcondra",Dublin 9,Dublin,147137,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/11/2012,"The Waterfront, Drumcondra Rd Lower, Drumcondra, Dublin 9, Ireland",ROOFTOP,53.3680655,-6.2547618,,premise,Dublin City,Drumcondra South B,2048,Dublin,268059005
12219,2012,"5 Barnwell Terrace, Hansfield,Dublin,Ireland",18/09/2012,"5 Barnwell Terrace, Hansfield",Dublin 15,Dublin,136519.82,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/09/2012,"5 Barnwell Terrace, Hansfield, Dublin 15, D15 R27C, Ireland",ROOFTOP,53.3912923,-6.4436918,D15 R27C,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
12636,2012,"5 cruise park court, tyrrelstown,Dublin,Ireland",24/01/2012,"5 cruise park court, tyrrelstown",Dublin 15,Dublin,132158.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/01/2012,"5 Cruise Park Ct, Tyrrelstown, Dublin 15, D15 K668, Ireland",ROOFTOP,53.4191611,-6.3974334,D15 K668,street_address,Fingal,The Ward,4041,Dublin,267158011
12664,2012,"50 Alderwood, Hollystown,Dublin,Ireland",03/08/2012,"50 Alderwood, Hollystown",Dublin 15,Dublin,79295,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,03/08/2012,"50 Alderwood, Hollystown, Dublin 15, D15 YW86, Ireland",ROOFTOP,53.4339372,-6.3774015,D15 YW86,street_address,Fingal,The Ward,4041,Dublin,267158025
13086,2012,"54 Levmos Avenue, The Gallops, Sandyford,Dublin,Ireland",23/11/2012,"54 Levmos Avenue, The Gallops, Sandyford",Dublin 18,Dublin,198238,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/11/2012,"54 Levmoss Ave, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2633067,-6.1985941,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092054
13294,2012,"57 Achill Square, Waterville, Snugborough Road  Blanchardstown,Dublin,Ireland",06/03/2012,"57 Achill Square, Waterville, Snugborough Road  Blanchardstown",Dublin 15,Dublin,160000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/03/2012,"Snugborough Rd, Blanchardstown, Dublin, Ireland",GEOMETRIC_CENTER,53.3889178,-6.3882887,,route,Fingal,Blanchardstown-Coolmine,4010,Dublin,267029029
13485,2012,"59 Heathfield Park, Cappagh Road  Finglas, Dublin 11,Dublin,Ireland",11/12/2012,"59 Heathfield Park, Cappagh Road  Finglas, Dublin 11",Dublin 11,Dublin,118942.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/12/2012,"59 Heathfield Park, Heathfield Green, Cappoge, Dublin 11, D11 P6K7, Ireland",ROOFTOP,53.3955845,-6.326778,D11 P6K7,street_address,Fingal,The Ward,4041,Dublin,267158009
13582,2012,"6 Barnwell Avenue, Hansfield, Ongar,Dublin,Ireland",21/06/2012,"6 Barnwell Avenue, Hansfield, Ongar",Dublin 15,Dublin,110088,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/06/2012,"6 Barnwell Ave., Hansfield, Dublin 15, D15 PT9T, Ireland",ROOFTOP,53.3922752,-6.441965,D15 PT9T,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
13583,2012,"6 Barnwell Way, Hansfield,Dublin,Ireland",11/12/2012,"6 Barnwell Way, Hansfield",Dublin 15,Dublin,136519.82,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/12/2012,"6 Barnwell Way, Hansfield, Dublin 15, D15 FK1V, Ireland",ROOFTOP,53.3908072,-6.4416426,D15 FK1V,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
13724,2012,"6 Heathfield Close, Cappagh Road, Finglas,Dublin,Ireland",01/05/2012,"6 Heathfield Close, Cappagh Road, Finglas",Dublin 11,Dublin,137407.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/05/2012,"6 Heathfield Cl, Heathfield Green, Cappoge, Dublin 11, D11 Y2P9, Ireland",ROOFTOP,53.3953206,-6.326859,D11 Y2P9,street_address,Fingal,The Ward,4041,Dublin,267158009
13770,2012,"6 Mayeston Downs, Mayeston Hall, St. Margaret's,Dublin,Ireland",20/12/2012,"6 Mayeston Downs, Mayeston Hall, St. Margaret's",Dublin 11,Dublin,233480.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2012,"6 Mayeston Downs, Mayeston Hall, Dublin 11, D11 F2C2, Ireland",ROOFTOP,53.4066782,-6.2847355,D11 F2C2,street_address,Fingal,Dubber,4020,Dublin,267066009
13931,2012,"6 WHITES GATE, CASTLEKNOCK,Dublin,Ireland",17/08/2012,"6 WHITES GATE, CASTLEKNOCK",Dublin 15,Dublin,710000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,17/08/2012,"6 White's Rd, Castleknock, Dublin, Ireland",RANGE_INTERPOLATED,53.3664526,-6.3575908,,street_address,Fingal,Castleknock-Knockmaroon,4016,Dublin,267040060
14158,2012,"62 Olcovar, Shankill,Dublin,Ireland",21/09/2012,"62 Olcovar, Shankill",Dublin 18,Dublin,255506.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/09/2012,"Olcovar, Dublin Rd, Shankill, Dublin 18, Ireland",ROOFTOP,53.2270969,-6.1264758,,premise,Dn Laoghaire-Rathdown,Shankill-Rathmichael,5060,Dublin,267120011
14296,2012,"64 saunders house, spencer dock,Dublin,Ireland",29/08/2012,"64 saunders house, spencer dock",Dublin 1,Dublin,251101.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/08/2012,"Spencer Dock, North Dock, Dublin, Ireland",GEOMETRIC_CENTER,53.350108,-6.2408068,,route,Dublin City,North Dock C,2078,Dublin,268109005
14603,2012,"7 Barnwell Way, Hansfield,Dublin,Ireland",23/08/2012,"7 Barnwell Way, Hansfield",Dublin 15,Dublin,134801.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/08/2012,"7 Barnwell Way, Hansfield, Dublin 15, D15 N4AV, Ireland",ROOFTOP,53.3909729,-6.4420815,D15 N4AV,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
14845,2012,"7 Parnell Close, Mulhuddart, Dublin 15,Dublin,Ireland",17/02/2012,"7 Parnell Close, Mulhuddart, Dublin 15",Dublin 15,Dublin,90000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17/02/2012,"7 Parnell Ln, Parnell Estate, Dublin 15, D15 YF54, Ireland",ROOFTOP,53.4063046,-6.3971154,D15 YF54,street_address,Fingal,Blanchardstown-Tyrrelstown,4015,Dublin,267034001
15215,2012,"73 The Crescent, Carrickmines Manor, Glenamuck Road,Dublin,Ireland",24/09/2012,"73 The Crescent, Carrickmines Manor, Glenamuck Road",Dublin 18,Dublin,145374.45,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,24/09/2012,"Glenamuck Rd, Dublin, Ireland",GEOMETRIC_CENTER,53.2491119,-6.1807247,,route,Dn Laoghaire-Rathdown,Cabinteely-Loughlinstown,5020,Dublin,267038001
15298,2012,"75 The Dickens, The Gasworks, Barrow Street,Dublin,Ireland",03/08/2012,"75 The Dickens, The Gasworks, Barrow Street",Dublin 4,Dublin,335000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03/08/2012,"Barrow St, Dublin, Co. Dublin City, Ireland",GEOMETRIC_CENTER,53.3403399,-6.2364176,,route,Dublin City,South Dock,2147,Dublin,268143014
15404,2012,"77 The Dickens, The Gasworks,Dublin,Ireland",29/05/2012,"77 The Dickens, The Gasworks",Dublin 4,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/05/2012,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
15448,2012,"78, The Dickens, The Gasworks,Dublin,Ireland",06/02/2012,"78, The Dickens, The Gasworks",Dublin 4,Dublin,335000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/02/2012,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
15450,2012,"78/78A HYDE SQUARE APTS., 646A 666 SOUTH CIRCULAR RD., DUBLIN 8,Dublin,Ireland",06/01/2012,"78/78A HYDE SQUARE APTS., 646A 666 SOUTH CIRCULAR RD., DUBLIN 8",Dublin 8,Dublin,185000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/01/2012,"Apartment 63, Hyde Square, S Circular Rd, Kilmainham, Dublin 8, Ireland",ROOFTOP,53.3398494,-6.3044754,,premise,Dublin City,Ushers F,2157,Dublin,268153003
15700,2012,"8 Hampton Wood Way, Hampton Wood, Finglas,Dublin,Ireland",30/08/2012,"8 Hampton Wood Way, Hampton Wood, Finglas",Dublin 11,Dublin,202643.17,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,30/08/2012,"8 Hampton Wood Way, Hampton Wood, Dublin 11, D11 X0H4, Ireland",ROOFTOP,53.4051053,-6.2859388,D11 X0H4,street_address,Dublin City,Ballymun A,2015,Dublin,268015013
15725,2012,"8 Latchford Place, Castaheany, Dublin 15,Dublin,Ireland",03/04/2012,"8 Latchford Place, Castaheany, Dublin 15",Dublin 15,Dublin,144000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03/04/2012,"8 Latchford Pl, Castaheany, Clonee, Co. Dublin, D15 KCW2, Ireland",ROOFTOP,53.3989501,-6.4324338,D15 KCW2,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028077
15946,2012,"80 Shrewsbury Square, Dublin 4,Dublin,Ireland",01/02/2012,"80 Shrewsbury Square, Dublin 4",Dublin 4,Dublin,2130396,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,01/02/2012,"80 Shrewsbury Park, Dublin 4, D04 K4H7, Ireland",ROOFTOP,53.3248891,-6.217628,D04 K4H7,street_address,Dublin City,Pembroke East E,2129,Dublin,268114015
15988,2012,"82 Belarmine Plaza, Newtownlittle, Stepaside,Dublin,Ireland",12/09/2012,"82 Belarmine Plaza, Newtownlittle, Stepaside",Dublin 18,Dublin,162995,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/09/2012,"82 Belarmine Plaza, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2607606,-6.2200809,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092015/01
16175,2012,"86 Belarmine Plaza, Newtownlittle, Stepaside,Dublin,Ireland",18/07/2012,"86 Belarmine Plaza, Newtownlittle, Stepaside",Dublin 18,Dublin,167400.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/07/2012,"86 Belarmine Plaza, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2607606,-6.2200809,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092015/01
16208,2012,"86B Briarfield Road, Kilbarrack,Dublin,Ireland",30/08/2012,"86B Briarfield Road, Kilbarrack",Dublin 5,Dublin,142235.77,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30/08/2012,"86 Briarfield Rd, Donaghmede, Dublin 5, D05 XC80, Ireland",ROOFTOP,53.3856457,-6.1621603,D05 XC80,street_address,Dublin City,Raheny-Foxfield,2085,Dublin,268124006
